PLAYER,TEAM,GP,POSS,FREQ,PPP,PTS,FGM,FGA,FG%,EFG%,FT,TO,SF,ANDONE,SCORE,
Charlie Villanueva,DAL,62,7,2.90%,0.71,5,2,5,40,50,0.00%,28.60%,0.00%,0.00%,28.60%,
Blake Griffin,LAC,35,7,1.60%,0.71,5,1,6,16.7,25,14.30%,0.00%,14.30%,0.00%,28.60%,
Brandon Bass,LAL,66,8,1.50%,0.63,5,2,8,25,31.3,0.00%,0.00%,0.00%,0.00%,25.00%,
Mike Scott,ATL,75,8,2.20%,0.63,5,2,7,28.6,35.7,0.00%,12.50%,0.00%,0.00%,25.00%,
Marcin Gortat,WAS,75,8,0.70%,0.63,5,2,8,25,31.3,0.00%,0.00%,0.00%,0.00%,25.00%,
Markieff Morris,WAS,27,7,2.10%,0.86,6,2,7,28.6,42.9,0.00%,0.00%,0.00%,0.00%,28.60%,
Kenneth Faried,DEN,67,3,0.50%,2,6,2,2,100,150,0.00%,33.30%,0.00%,0.00%,66.70%,
Dwight Powell,DAL,69,4,0.90%,1.5,6,2,3,66.7,66.7,25.00%,0.00%,25.00%,0.00%,75.00%,
Richaun Holmes,PHI,51,4,1.20%,1.5,6,2,3,66.7,83.3,50.00%,0.00%,50.00%,25.00%,50.00%,
Spencer Hawes,CHA,57,4,0.90%,1.5,6,3,4,75,75,0.00%,0.00%,0.00%,0.00%,75.00%,
Aron Baynes,DET,81,4,0.60%,1.5,6,2,3,66.7,66.7,25.00%,0.00%,0.00%,0.00%,75.00%,
Al Horford,ATL,82,5,0.40%,1.2,6,2,4,50,50,20.00%,0.00%,20.00%,0.00%,60.00%,
Tiago Splitter,ATL,36,5,1.90%,1.2,6,2,4,50,50,20.00%,0.00%,0.00%,0.00%,60.00%,
DeMarcus Cousins,SAC,65,5,0.50%,1.2,6,2,5,40,50,20.00%,0.00%,20.00%,20.00%,40.00%,
Robin Lopez,NYK,82,6,0.60%,1,6,3,6,50,50,0.00%,0.00%,0.00%,0.00%,50.00%,
Michael Kidd-Gilchrist,CHA,7,6,6.80%,1,6,3,5,60,60,0.00%,16.70%,0.00%,0.00%,50.00%,
Marreese Speights,GSW,72,7,1.40%,0.86,6,2,5,40,40,14.30%,14.30%,14.30%,0.00%,42.90%,
Brook Lopez,BKN,74,7,0.70%,0.86,6,3,7,42.9,42.9,0.00%,0.00%,0.00%,0.00%,42.90%,
Jordan Hill,IND,73,7,1.00%,0.86,6,2,6,33.3,50,0.00%,14.30%,0.00%,0.00%,28.60%,
Tristan Thompson,CLE,82,8,0.80%,0.75,6,2,7,28.6,42.9,0.00%,12.50%,0.00%,0.00%,25.00%,
Justin Holiday,CHI,27,9,4.50%,0.78,7,3,9,33.3,33.3,11.10%,0.00%,11.10%,11.10%,33.30%,
Alan Anderson,WAS,13,4,5.30%,1.75,7,1,1,100,150,50.00%,25.00%,50.00%,0.00%,75.00%,
Larry Nance,LAL,63,8,2.00%,0.88,7,3,7,42.9,50,0.00%,12.50%,0.00%,0.00%,37.50%,
Kostas Papanikolaou,DEN,26,4,3.40%,2,8,3,4,75,87.5,25.00%,0.00%,25.00%,25.00%,75.00%,
Pau Gasol,CHI,72,5,0.50%,1.6,8,3,5,60,80,0.00%,0.00%,0.00%,0.00%,60.00%,
Kevin Love,CLE,77,5,0.50%,1.6,8,3,5,60,80,0.00%,0.00%,0.00%,0.00%,60.00%,
Anthony Davis,NOP,61,6,0.70%,1.33,8,3,6,50,66.7,0.00%,0.00%,0.00%,0.00%,50.00%,
Bobby Portis,CHI,62,6,1.30%,1.33,8,3,5,60,60,16.70%,0.00%,16.70%,0.00%,66.70%,
John Henson,MIL,57,6,1.50%,1.33,8,3,5,60,70,16.70%,0.00%,16.70%,0.00%,66.70%,
Chris Bosh,MIA,53,8,1.20%,1,8,3,7,42.9,42.9,12.50%,0.00%,12.50%,0.00%,50.00%,
Andrew Bogut,GSW,70,8,1.00%,1,8,4,7,57.1,57.1,12.50%,12.50%,12.50%,12.50%,50.00%,
Roy Hibbert,LAL,81,9,1.20%,0.89,8,3,8,37.5,50,0.00%,11.10%,0.00%,0.00%,33.30%,
Tyler Zeller,BOS,61,4,1.10%,2.25,9,4,4,100,100,25.00%,0.00%,25.00%,25.00%,100.00%,
Terrence Jones,HOU,50,6,1.80%,1.67,10,4,6,66.7,83.3,0.00%,0.00%,0.00%,0.00%,66.70%,
Bismack Biyombo,TOR,82,7,0.90%,1.43,10,3,6,50,66.7,14.30%,0.00%,14.30%,0.00%,57.10%,
Tyson Chandler,PHX,66,9,1.40%,1.11,10,4,8,50,62.5,0.00%,11.10%,0.00%,0.00%,44.40%,
Nemanja Bjelica,MIN,60,8,1.80%,1.38,11,5,8,62.5,68.8,12.50%,0.00%,12.50%,12.50%,62.50%,
Ed Davis,POR,81,9,1.10%,1.22,11,4,8,50,62.5,11.10%,0.00%,11.10%,0.00%,55.60%,
Aaron Gordon,ORL,78,12,1.90%,0.92,11,3,10,30,40,8.30%,8.30%,8.30%,0.00%,33.30%,40.4
Bryce Dejean-Jones,NOP,14,9,11.70%,1.33,12,5,8,62.5,75,0.00%,11.10%,0.00%,0.00%,55.60%,
Noah Vonleh,POR,78,9,2.00%,1.44,13,4,7,57.1,78.6,11.10%,11.10%,11.10%,0.00%,55.60%,
Andre Drummond,DET,81,9,0.60%,1.67,15,7,9,77.8,83.3,0.00%,0.00%,0.00%,0.00%,77.80%,
Aaron Brooks,CHI,69,26,6.40%,0.77,20,7,23,30.4,32.6,11.50%,3.80%,11.50%,3.80%,34.60%,68
Al Farouq Aminu,POR,82,43,5.90%,1.07,46,19,39,48.7,59,2.30%,7.00%,4.70%,2.30%,44.20%,17.5
Alec Burks,UTA,31,21,8.60%,1.24,26,10,18,55.6,66.7,9.50%,9.50%,9.50%,4.80%,52.40%,5.8
James Ennis,NOP,9,10,11.00%,0.9,9,4,10,40,45,0.00%,0.00%,0.00%,0.00%,40.00%,44.7
Myles Turner,IND,60,10,1.60%,1,10,5,9,55.6,55.6,0.00%,10.00%,0.00%,0.00%,50.00%,24.5
Zaza Pachulia,DAL,76,10,1.10%,0,0,0,10,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,100
Darrell Arthur,DEN,70,10,1.80%,1.1,11,3,7,42.9,50,20.00%,10.00%,20.00%,0.00%,50.00%,14.2
Ryan Kelly,LAL,36,11,6.80%,0.55,6,3,11,27.3,27.3,0.00%,0.00%,0.00%,0.00%,27.30%,93.8
Tyus Jones,MIN,37,10,4.90%,0.7,7,2,7,28.6,35.7,10.00%,20.00%,10.00%,0.00%,30.00%,80
Steven Adams,OKC,80,10,1.00%,0.8,8,3,9,33.3,44.4,0.00%,10.00%,0.00%,0.00%,30.00%,61.8
C.J. Watson,ORL,33,13,6.40%,0.69,9,3,7,42.9,57.1,7.70%,38.50%,0.00%,0.00%,30.80%,82.1
Patrick Patterson,TOR,79,11,1.60%,1.45,16,6,11,54.5,72.7,0.00%,0.00%,0.00%,0.00%,54.50%,2.2
Dirk Nowitzki,DAL,75,10,1.10%,0.2,2,1,9,11.1,11.1,0.00%,10.00%,0.00%,0.00%,10.00%,98.9
Tim Frazier,NOP,16,13,7.90%,0.77,10,4,10,40,50,0.00%,23.10%,0.00%,0.00%,30.80%,68
RJ Hunter,BOS,30,12,14.00%,0.17,2,0,9,0,0,8.30%,16.70%,8.30%,0.00%,8.30%,99.3
Sergey Karasev,BKN,35,12,8.90%,0.25,3,1,9,11.1,11.1,8.30%,25.00%,8.30%,8.30%,8.30%,98.6
Terry Rozier III,BOS,31,10,11.10%,0.5,5,1,6,16.7,16.7,20.00%,20.00%,20.00%,0.00%,30.00%,96
Lance Stephenson,LAC,43,22,9.50%,0.73,16,4,17,23.5,26.5,18.20%,4.50%,18.20%,0.00%,36.40%,76.3
Vince Carter,MEM,60,14,4.60%,0.36,5,2,10,20,25,0.00%,28.60%,0.00%,0.00%,14.30%,98.2
Reggie Bullock,DET,37,11,7.80%,0.73,8,2,8,25,31.3,18.20%,9.10%,18.20%,0.00%,36.40%,76.3
Pablo Prigioni,LAC,59,16,5.80%,0.5,8,4,14,28.6,28.6,0.00%,12.50%,0.00%,0.00%,25.00%,96
Ersan Ilyasova,DET,52,10,2.00%,0.7,7,3,8,37.5,43.8,0.00%,20.00%,0.00%,0.00%,30.00%,80
JaMychal Green,MEM,78,11,2.00%,1,11,4,11,36.4,50,0.00%,0.00%,0.00%,0.00%,36.40%,24.5
Amir Johnson,BOS,79,10,1.30%,0.8,8,3,10,30,40,0.00%,0.00%,0.00%,0.00%,30.00%,61.8
Sean Kilpatrick,BKN,22,18,15.10%,0.61,11,4,14,28.6,35.7,5.60%,16.70%,5.60%,0.00%,27.80%,88.4
Solomon Hill,IND,59,15,5.30%,0.73,11,4,12,33.3,41.7,6.70%,13.30%,6.70%,0.00%,33.30%,75
Jerami Grant,PHI,77,14,1.90%,0.57,8,3,12,25,33.3,0.00%,14.30%,0.00%,0.00%,21.40%,93.1
Ray McCallum,MEM,10,9,11.80%,1.11,10,5,7,71.4,71.4,11.10%,11.10%,11.10%,0.00%,55.60%,
Trevor Booker,UTA,79,11,2.00%,0.82,9,3,10,30,35,9.10%,0.00%,9.10%,0.00%,36.40%,57.6
Luis Scola,TOR,76,12,2.00%,0.92,11,4,11,36.4,45.5,8.30%,0.00%,8.30%,0.00%,41.70%,40.4
Metta World Peace,LAL,35,13,6.90%,0.69,9,3,9,33.3,38.9,15.40%,15.40%,7.70%,0.00%,38.50%,82.1
Sonny Weems,PHX,36,13,11.30%,0.69,9,2,9,22.2,22.2,23.10%,7.70%,7.70%,0.00%,38.50%,82.1
Anthony Tolliver,DET,72,15,3.10%,0.6,9,3,13,23.1,26.9,6.70%,6.70%,6.70%,0.00%,26.70%,89.5
Cameron Payne,OKC,57,17,6.40%,0.53,9,3,14,21.4,25,11.80%,5.90%,5.90%,0.00%,29.40%,94.9
Glenn Robinson III,IND,45,15,10.00%,0.6,9,4,14,28.6,32.1,0.00%,6.70%,0.00%,0.00%,26.70%,89.5
Greivis Vasquez,MIL,23,13,9.00%,1,13,6,11,54.5,54.5,7.70%,7.70%,7.70%,0.00%,53.80%,24.5
John Jenkins,PHX,22,6,9.40%,1.17,7,2,5,40,40,33.30%,0.00%,33.30%,16.70%,50.00%,
Luke Babbitt,NOP,47,16,5.40%,0.63,10,3,12,25,25,12.50%,12.50%,12.50%,0.00%,31.30%,87.3
Serge Ibaka,OKC,78,18,2.00%,0.56,10,4,15,26.7,33.3,0.00%,16.70%,0.00%,0.00%,22.20%,93.5
Chase Budinger,IND,49,23,10.60%,0.43,10,5,20,25,25,0.00%,13.00%,0.00%,0.00%,21.70%,97.8
Rasual Butler,SAS,39,10,7.60%,1.1,11,5,8,62.5,68.8,0.00%,20.00%,0.00%,0.00%,50.00%,14.2
Mirza Teletovic,PHX,79,12,2.00%,0.92,11,4,10,40,55,0.00%,16.70%,0.00%,0.00%,33.30%,40.4
Frank Kaminsky,CHA,81,11,1.60%,1,11,4,9,44.4,50,9.10%,9.10%,9.10%,0.00%,45.50%,24.5
Taj Gibson,CHI,73,12,1.50%,0.92,11,4,11,36.4,45.5,8.30%,8.30%,8.30%,8.30%,33.30%,40.4
Kelly Olynyk,BOS,69,12,1.80%,0.92,11,4,11,36.4,50,0.00%,8.30%,0.00%,0.00%,33.30%,40.4
Brian Roberts,CHA,30,14,11.10%,0.79,11,5,12,41.7,45.8,0.00%,14.30%,0.00%,0.00%,35.70%,64.7
Jonas Jerebko,BOS,78,18,4.40%,0.67,12,4,14,28.6,28.6,16.70%,11.10%,11.10%,5.60%,33.30%,84.4
Boris Diaw,SAS,76,16,3.30%,0.69,11,4,14,28.6,35.7,6.30%,6.30%,0.00%,0.00%,31.30%,83
DeAndre Jordan,LAC,77,10,0.80%,1.2,12,5,10,50,60,0.00%,0.00%,0.00%,0.00%,50.00%,7.7
Meyers Leonard,POR,62,10,1.50%,1.2,12,5,9,55.6,61.1,10.00%,10.00%,10.00%,10.00%,50.00%,7.7
Thaddeus Young,BKN,73,16,1.90%,0.75,12,4,13,30.8,38.5,6.30%,12.50%,6.30%,0.00%,31.30%,70.9
LaMarcus Aldridge,SAS,74,11,1.20%,1.18,13,4,9,44.4,55.6,9.10%,9.10%,0.00%,0.00%,45.50%,9.1
DeMarre Carroll,TOR,26,13,4.70%,1,13,6,10,60,65,0.00%,23.10%,0.00%,0.00%,46.20%,24.5
Joe Ingles,UTA,81,19,5.70%,0.84,16,6,15,40,50,5.30%,21.10%,5.30%,5.30%,31.60%,53.6
Justin Anderson,DAL,56,23,13.10%,0.65,15,5,21,23.8,28.6,8.70%,0.00%,4.30%,0.00%,30.40%,85.1
Tim Hardaway Jr.,ATL,51,20,7.40%,0.65,13,5,17,29.4,29.4,10.00%,5.00%,10.00%,0.00%,35.00%,85.5
Willie Cauley-Stein,SAC,66,12,2.10%,1.17,14,5,12,41.7,58.3,0.00%,0.00%,0.00%,0.00%,41.70%,10.1
Kelly Oubre Jr.,WAS,63,16,6.30%,0.88,14,4,11,36.4,50,6.30%,25.00%,6.30%,0.00%,31.30%,49.5
Brandon Jennings,ORL,25,13,8.30%,1.23,16,6,10,60,70,7.70%,15.40%,7.70%,0.00%,53.80%,6.2
Ryan Anderson,NOP,66,16,2.10%,0.88,14,6,14,42.9,50,0.00%,12.50%,0.00%,0.00%,37.50%,49.5
James Anderson,SAC,51,19,6.90%,0.89,17,5,16,31.3,37.5,15.80%,0.00%,10.50%,0.00%,42.10%,46.4
Tyler Johnson,MIA,36,19,6.40%,0.74,14,5,15,33.3,40,5.30%,15.80%,5.30%,0.00%,31.60%,74.2
Ty Lawson,HOU,53,24,6.70%,0.58,14,7,19,36.8,36.8,0.00%,20.80%,0.00%,0.00%,29.20%,92
Gorgui Dieng,MIN,82,12,1.30%,1.25,15,6,11,54.5,68.2,8.30%,0.00%,8.30%,0.00%,50.00%,4.7
Jared Dudley,WAS,81,12,1.60%,1.25,15,5,8,62.5,68.8,16.70%,16.70%,16.70%,0.00%,58.30%,4.7
Jared Cunningham,MIL,4,1,4.30%,0,0,0,1,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,
Nikola Mirotic,CHI,66,21,3.30%,1.1,23,8,19,42.1,47.4,14.30%,0.00%,14.30%,4.80%,47.60%,15.2
Anthony Brown,LAL,29,21,10.30%,0.71,15,6,15,40,43.3,4.80%,23.80%,4.80%,0.00%,33.30%,78.8
Ish Smith,NOP,27,21,8.40%,0.76,16,7,20,35,37.5,4.80%,4.80%,4.80%,4.80%,33.30%,69.5
Harrison Barnes,GSW,66,33,5.50%,0.58,19,7,26,26.9,28.8,6.10%,15.20%,6.10%,0.00%,27.30%,92.4
DJ Augustin,DEN,28,22,10.60%,1.5,33,10,18,55.6,72.2,13.60%,9.10%,13.60%,4.50%,54.50%,1.4
Steve Blake,DET,58,20,4.70%,0.9,18,9,17,52.9,52.9,0.00%,15.00%,0.00%,0.00%,45.00%,44.7
Kirk Hinrich,CHI,36,20,8.40%,0.8,16,6,17,35.3,44.1,5.00%,10.00%,5.00%,0.00%,35.00%,61.8
Maurice Williams,CLE,41,21,8.40%,0.76,16,6,17,35.3,41.2,9.50%,9.50%,9.50%,0.00%,38.10%,69.5
Jarrett Jack,BKN,32,28,7.50%,0.57,16,6,24,25,29.2,3.60%,10.70%,0.00%,0.00%,25.00%,93.1
Kristaps Porzingis,NYK,72,13,1.50%,1.31,17,6,11,54.5,68.2,23.10%,7.70%,23.10%,15.40%,53.80%,3.6
Kyle Singler,OKC,68,14,4.50%,1.21,17,6,12,50,54.2,14.30%,0.00%,14.30%,0.00%,57.10%,6.9
Derrick Favors,UTA,62,14,1.80%,1.21,17,6,10,60,75,7.10%,21.40%,7.10%,0.00%,50.00%,6.9
Shabazz Napier,ORL,55,17,7.20%,1,17,7,12,58.3,58.3,17.60%,11.80%,11.80%,0.00%,52.90%,24.5
Shelvin Mack,UTA,28,27,7.50%,0.74,20,9,21,42.9,47.6,0.00%,22.20%,0.00%,0.00%,33.30%,72.8
Courtney Lee,MEM,51,41,9.60%,0.83,34,13,32,40.6,46.9,7.30%,14.60%,4.90%,0.00%,39.00%,55.1
Leandro Barbosa,GSW,68,28,9.00%,0.61,17,6,20,30,32.5,14.30%,14.30%,10.70%,0.00%,32.10%,88.8
Chris Johnson,UTA,70,32,9.80%,0.53,17,7,27,25.9,31.5,0.00%,15.60%,0.00%,0.00%,21.90%,94.6
Randy Foye,OKC,27,17,8.80%,1.18,20,7,13,53.8,53.8,17.60%,5.90%,11.80%,0.00%,58.80%,9.4
Derrick Williams,NYK,80,24,5.30%,0.75,18,5,17,29.4,35.3,16.70%,12.50%,16.70%,0.00%,33.30%,70.9
Marvin Williams,CHA,81,29,3.70%,0.69,20,9,23,39.1,43.5,0.00%,20.70%,0.00%,0.00%,31.00%,82.6
Dennis Schroder,ATL,80,35,6.30%,0.74,26,12,31,38.7,41.9,0.00%,11.40%,0.00%,0.00%,34.30%,71.9
Paul Pierce,LAC,68,17,4.50%,1.12,19,5,13,38.5,50,17.60%,5.90%,17.60%,0.00%,47.10%,12
Mike Dunleavy,CHI,31,19,8.80%,1,19,8,18,44.4,52.8,0.00%,5.30%,0.00%,0.00%,42.10%,24.5
Brandon Rush,GSW,72,24,7.10%,0.79,19,6,20,30,35,12.50%,4.20%,8.30%,0.00%,37.50%,64.1
Luc Mbah a Moute,LAC,75,34,6.70%,0.68,23,8,26,30.8,36.5,5.90%,17.60%,5.90%,0.00%,29.40%,83.9
Marco Belinelli,SAC,68,31,6.90%,0.61,19,6,26,23.1,25,9.70%,6.50%,6.50%,0.00%,29.00%,88
Rudy Gay,SAC,70,45,5.80%,0.49,22,8,40,20,26.3,2.20%,8.90%,2.20%,0.00%,20.00%,96.7
Jeff Green,MEM,53,23,4.80%,0.87,20,6,20,30,40,8.70%,4.30%,4.30%,0.00%,34.80%,51.4
Norman Powell,TOR,49,18,7.10%,1.11,20,9,15,60,66.7,0.00%,16.70%,0.00%,0.00%,50.00%,12.7
Tyler Ennis,MIL,46,21,9.10%,1.19,25,8,17,47.1,61.8,14.30%,14.30%,14.30%,9.50%,42.90%,8.7
JaKarr Sampson,PHI,47,18,7.30%,1.11,20,9,16,56.3,59.4,5.60%,11.10%,5.60%,5.60%,50.00%,12.7
Tyreke Evans,NOP,25,20,8.30%,1,20,7,16,43.8,56.3,5.00%,15.00%,5.00%,0.00%,40.00%,24.5
Norris Cole,NOP,45,25,6.90%,0.8,20,7,20,35,35,12.00%,8.00%,12.00%,0.00%,40.00%,61.8
Joe Johnson,BKN,57,47,8.00%,0.6,28,11,36,30.6,33.3,6.40%,17.00%,6.40%,0.00%,29.80%,90.2
Beno Udrih,MIA,36,19,8.20%,1.11,21,10,18,55.6,58.3,0.00%,5.30%,0.00%,0.00%,52.60%,13.4
Tobias Harris,ORL,49,23,5.00%,0.91,21,6,18,33.3,41.7,13.00%,8.70%,8.70%,0.00%,39.10%,42
Donald Sloan,BKN,61,29,6.10%,0.79,23,9,25,36,42,3.40%,10.30%,3.40%,0.00%,34.50%,63.4
Luol Deng,MIA,74,38,5.10%,0.63,24,9,35,25.7,28.6,5.30%,5.30%,5.30%,2.60%,26.30%,86.2
LeBron James,CLE,76,43,6.50%,0.49,21,8,28,28.6,33.9,2.30%,32.60%,2.30%,0.00%,20.90%,97.1
